1966;5000;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1967;5000;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1968;5100;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1969;5200;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1970;5300;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1971;5400;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1972;5500;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1973;5600;600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1974;6600;700;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1975;7400;700;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1976;8300;800;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1977;9300;900;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1978;10400;1000;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1979;11700;1100;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1980;13100;1300;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1981;14700;1400;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1982;16500;1600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1983;18500;1800;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1984;20800;2000;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1985;23400;2300;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1986;25800;2500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1987;25900;2500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1988;26500;2600;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1989;27700;2700;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1990;28900;2800;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1991;30500;3000;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1992;32200;3200;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1993;33400;3300;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1994;34400;3400;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1995;34900;3400;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1996;35400;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1997;35800;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1998;36900;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
1999;37400;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2000;37600;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2001;38300;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2002;39100;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2003;39900;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2004;40500;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2005;41100;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2006;42100;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;-9999;-9999;-9999;-9999;-9999;45;65;0.375;0.6
2007;43700;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;4871.16;4522.68;1247.52;10365;10365;45;65;0.375;0.6
2008;44900;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;4968.6;4613.16;1272.48;10614.96;10614.96;45;65;0.375;0.6
2009;46300;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;5092.8;4728.48;1304.28;10905;10905;45;65;0.375;0.6
2010;47200;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;5113.2;4747.44;1309.44;11210.04;11210.04;45;65;0.375;0.6
2011;48300;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.15;5200.08;4828.2;1331.76;11520;11520;45;65;0.375;0.6
2012;50100;3500;0.0495;0.0495;0.099;0.0624;0.084;5;0.25;0.16;5345.64;4963.44;1369.08;11840.04;11840.04;45;65;0.375;0.6
2013;51100;3500;0.0495;0.0495;0.099;0.0648;0.084;5;0.25;0.16;5441.88;5052.84;1393.68;12150;12150;45;65;0.375;0.6
2014;52500;3500;0.0495;0.0495;0.099;0.0672;0.084;5;0.25;0.17;5490.84;5098.32;1406.28;12459.96;12459.96;45;65;0.375;0.6
2015;53600;3500;0.0495;0.0495;0.099;0.0696;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;12780;12780;45;65;0.375;0.6
2016;54900;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;12907.8;12907.8;45;65;0.375;0.6
2017;55300;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13036.88;13036.88;45;65;0.375;0.6
2018;55900;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13167.25;13167.25;45;65;0.375;0.6
2019;55776.38;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13298.92;13298.92;45;65;0.375;0.6
2020;56334.14;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13431.91;13431.91;45;65;0.375;0.6
2021;56897.48;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13566.23;13566.23;45;65;0.375;0.6
2022;57466.45;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13701.89;13701.89;45;65;0.375;0.6
2023;58041.12;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13838.91;13838.91;45;65;0.375;0.6
2024;58621.53;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;13977.3;13977.3;45;65;0.375;0.6
2025;59207.75;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14117.07;14117.07;45;65;0.375;0.6
2026;59799.82;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14258.24;14258.24;45;65;0.375;0.6
2027;60397.82;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14400.82;14400.82;45;65;0.375;0.6
2028;61001.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14544.83;14544.83;45;65;0.375;0.6
2029;61611.82;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14690.28;14690.28;45;65;0.375;0.6
2030;62227.94;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14837.18;14837.18;45;65;0.375;0.6
2031;62850.21;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;14985.55;14985.55;45;65;0.375;0.6
2032;63478.72;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;15135.41;15135.41;45;65;0.375;0.6
2033;64113.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;15286.77;15286.77;45;65;0.375;0.6
2034;64754.64;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;15439.63;15439.63;45;65;0.375;0.6
2035;65402.19;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;15594.03;15594.03;45;65;0.375;0.6
2036;66056.21;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;15749.97;15749.97;45;65;0.375;0.6
2037;66716.77;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;15907.47;15907.47;45;65;0.375;0.6
2038;67383.94;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;16066.54;16066.54;45;65;0.375;0.6
2039;68057.77;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;16227.21;16227.21;45;65;0.375;0.6
2040;68738.35;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;16389.48;16389.48;45;65;0.375;0.6
2041;69425.74;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;16553.38;16553.38;45;65;0.375;0.6
2042;70119.99;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;16718.91;16718.91;45;65;0.375;0.6
2043;70821.2;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;16886.1;16886.1;45;65;0.375;0.6
2044;71529.41;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;17054.96;17054.96;45;65;0.375;0.6
2045;72244.7;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;17225.51;17225.51;45;65;0.375;0.6
2046;72967.15;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;17397.77;17397.77;45;65;0.375;0.6
2047;73696.82;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;17571.74;17571.74;45;65;0.375;0.6
2048;74433.79;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;17747.46;17747.46;45;65;0.375;0.6
2049;75178.13;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;17924.93;17924.93;45;65;0.375;0.6
2050;75929.91;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;18104.18;18104.18;45;65;0.375;0.6
2051;76689.2;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;18285.23;18285.23;45;65;0.375;0.6
2052;77456.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;18468.08;18468.08;45;65;0.375;0.6
2053;78230.66;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;18652.76;18652.76;45;65;0.375;0.6
2054;79012.97;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;18839.29;18839.29;45;65;0.375;0.6
2055;79803.09;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;19027.68;19027.68;45;65;0.375;0.6
2056;80601.13;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;19217.96;19217.96;45;65;0.375;0.6
2057;81407.14;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;19410.13;19410.13;45;65;0.375;0.6
2058;82221.21;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;19604.24;19604.24;45;65;0.375;0.6
2059;83043.42;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;19800.28;19800.28;45;65;0.375;0.6
2060;83873.86;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;19998.28;19998.28;45;65;0.375;0.6
2061;84712.59;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;20198.27;20198.27;45;65;0.375;0.6
2062;85559.72;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;20400.25;20400.25;45;65;0.375;0.6
2063;86415.32;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;20604.25;20604.25;45;65;0.375;0.6
2064;87279.47;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;20810.29;20810.29;45;65;0.375;0.6
2065;88152.27;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;21018.39;21018.39;45;65;0.375;0.6
2066;89033.79;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;21228.58;21228.58;45;65;0.375;0.6
2067;89924.13;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;21440.86;21440.86;45;65;0.375;0.6
2068;90823.37;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;21655.27;21655.27;45;65;0.375;0.6
2069;91731.6;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;21871.82;21871.82;45;65;0.375;0.6
2070;92648.91;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;22090.54;22090.54;45;65;0.375;0.6
2071;93575.41;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;22311.45;22311.45;45;65;0.375;0.6
2072;94511.16;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;22534.56;22534.56;45;65;0.375;0.6
2073;95456.27;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;22759.91;22759.91;45;65;0.375;0.6
2074;96410.84;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;22987.51;22987.51;45;65;0.375;0.6
2075;97374.95;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;23217.38;23217.38;45;65;0.375;0.6
2076;98348.7;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;23449.56;23449.56;45;65;0.375;0.6
2077;99332.18;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;23684.05;23684.05;45;65;0.375;0.6
2078;100325.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;23920.89;23920.89;45;65;0.375;0.6
2079;101328.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;24160.1;24160.1;45;65;0.375;0.6
2080;102342;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;24401.7;24401.7;45;65;0.375;0.6
2081;103365.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;24645.72;24645.72;45;65;0.375;0.6
2082;104399.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;24892.18;24892.18;45;65;0.375;0.6
2083;105443.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;25141.1;25141.1;45;65;0.375;0.6
2084;106497.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;25392.51;25392.51;45;65;0.375;0.6
2085;107562.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;25646.43;25646.43;45;65;0.375;0.6
2086;108638.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;25902.9;25902.9;45;65;0.375;0.6
2087;109724.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;26161.93;26161.93;45;65;0.375;0.6
2088;110821.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;26423.55;26423.55;45;65;0.375;0.6
2089;111930;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;26687.78;26687.78;45;65;0.375;0.6
2090;113049.3;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;26954.66;26954.66;45;65;0.375;0.6
2091;114179.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;27224.21;27224.21;45;65;0.375;0.6
2092;115321.6;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;27496.45;27496.45;45;65;0.375;0.6
2093;116474.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;27771.42;27771.42;45;65;0.375;0.6
2094;117639.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;28049.13;28049.13;45;65;0.375;0.6
2095;118815.9;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;28329.62;28329.62;45;65;0.375;0.6
2096;120004.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;28612.92;28612.92;45;65;0.375;0.6
2097;121204.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;28899.05;28899.05;45;65;0.375;0.6
2098;122416.2;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;29188.04;29188.04;45;65;0.375;0.6
2099;123640.3;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;29479.92;29479.92;45;65;0.375;0.6
2100;124876.7;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;29774.71;29774.71;45;65;0.375;0.6
2101;126125.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;30072.46;30072.46;45;65;0.375;0.6
2102;127386.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;30373.19;30373.19;45;65;0.375;0.6
2103;128660.6;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;30676.92;30676.92;45;65;0.375;0.6
2104;129947.2;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;30983.69;30983.69;45;65;0.375;0.6
2105;131246.7;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;31293.52;31293.52;45;65;0.375;0.6
2106;132559.2;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;31606.46;31606.46;45;65;0.375;0.6
2107;133884.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;31922.53;31922.53;45;65;0.375;0.6
2108;135223.6;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;32241.75;32241.75;45;65;0.375;0.6
2109;136575.9;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;32564.17;32564.17;45;65;0.375;0.6
2110;137941.6;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;32889.81;32889.81;45;65;0.375;0.6
2111;139321;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;33218.71;33218.71;45;65;0.375;0.6
2112;140714.2;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;33550.89;33550.89;45;65;0.375;0.6
2113;142121.4;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;33886.4;33886.4;45;65;0.375;0.6
2114;143542.6;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;34225.27;34225.27;45;65;0.375;0.6
2115;144978;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;34567.52;34567.52;45;65;0.375;0.6
2116;146427.8;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;34913.2;34913.2;45;65;0.375;0.6
2117;147892.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;35262.33;35262.33;45;65;0.375;0.6
2118;149371;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;35614.95;35614.95;45;65;0.375;0.6
2119;150864.7;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;35971.1;35971.1;45;65;0.375;0.6
2120;152373.4;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;36330.81;36330.81;45;65;0.375;0.6
2121;153897.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;36694.12;36694.12;45;65;0.375;0.6
2122;155436.1;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;37061.06;37061.06;45;65;0.375;0.6
2123;156990.4;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;37431.67;37431.67;45;65;0.375;0.6
2124;158560.3;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;37805.99;37805.99;45;65;0.375;0.6
2125;160145.9;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;38184.05;38184.05;45;65;0.375;0.6
2126;161747.4;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;38565.89;38565.89;45;65;0.375;0.6
2127;163364.9;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;38951.55;38951.55;45;65;0.375;0.6
2128;164998.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;39341.06;39341.06;45;65;0.375;0.6
2129;166648.5;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;39734.47;39734.47;45;65;0.375;0.6
2130;168315;3500;0.0495;0.0495;0.099;0.072;0.084;5;0.25;0.17;5589.72;5190.12;1431.6;40131.82;40131.82;45;65;0.375;0.6